order_number,customer_key,product_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO47202,15286,125,2/13/2012,2/20/2012,2/25/2012,2071,1,2071
SO47203,14884,50,2/14/2012,2/21/2012,2/26/2012,2443,1,2443
SO47204,14372,141,2/14/2012,2/21/2012,2/26/2012,2182,1,2182
SO47205,15302,123,2/14/2012,2/21/2012,2/26/2012,2071,1,2071
SO47206,4257,39,2/14/2012,2/21/2012,2/26/2012,783,1,783
SO47207,16044,41,2/14/2012,2/21/2012,2/26/2012,783,1,783
SO47208,10360,49,2/14/2012,2/21/2012,2/26/2012,2443,1,2443
SO47209,10380,50,2/14/2012,2/21/2012,2/26/2012,2443,1,2443
SO47210,13610,134,2/14/2012,2/21/2012,2/26/2012,1000,1,1000
SO47211,1579,122,2/14/2012,2/21/2012,2/26/2012,2049,1,2049
SO47212,1581,121,2/14/2012,2/21/2012,2/26/2012,2049,1,2049
SO47213,5288,141,2/15/2012,2/22/2012,2/27/2012,2182,1,2182
SO47214,8196,134,2/15/2012,2/22/2012,2/27/2012,1000,1,1000
SO47215,17837,48,2/15/2012,2/22/2012,2/27/2012,2443,1,2443
SO47216,15300,121,2/15/2012,2/22/2012,2/27/2012,2049,1,2049
SO47217,10223,140,2/15/2012,2/22/2012,2/27/2012,2182,1,2182
SO47218,10362,49,2/15/2012,2/22/2012,2/27/2012,2443,1,2443
SO47219,1578,122,2/15/2012,2/22/2012,2/27/2012,2049,1,2049
SO47220,1580,120,2/15/2012,2/22/2012,2/27/2012,2049,1,2049
SO47221,2824,50,2/16/2012,2/23/2012,2/28/2012,2443,1,2443
SO47222,15317,130,2/16/2012,2/23/2012,2/28/2012,1000,1,1000
SO47223,14876,50,2/16/2012,2/23/2012,2/28/2012,2443,1,2443
SO47224,4660,49,2/16/2012,2/23/2012,2/28/2012,2443,1,2443
SO47225,2278,140,2/16/2012,2/23/2012,2/28/2012,2182,1,2182
SO47226,2315,48,2/16/2012,2/23/2012,2/28/2012,2443,1,2443
SO47227,14289,140,2/16/2012,2/23/2012,2/28/2012,2182,1,2182
SO47228,2238,140,2/16/2012,2/23/2012,2/28/2012,2182,1,2182
SO47229,15296,120,2/16/2012,2/23/2012,2/28/2012,2049,1,2049
SO47230,10257,143,2/16/2012,2/23/2012,2/28/2012,2182,1,2182
SO47231,565,122,2/16/2012,2/23/2012,2/28/2012,2049,1,2049
SO47232,4628,139,2/17/2012,2/24/2012,2/29/2012,2182,1,2182
SO47233,5251,142,2/17/2012,2/24/2012,2/29/2012,2182,1,2182
SO47234,8261,134,2/17/2012,2/24/2012,2/29/2012,1000,1,1000
SO47235,5318,140,2/17/2012,2/24/2012,2/29/2012,2182,1,2182
SO47236,3024,132,2/17/2012,2/24/2012,2/29/2012,1000,1,1000
SO47237,17835,48,2/17/2012,2/24/2012,2/29/2012,2443,1,2443
SO47238,5406,50,2/17/2012,2/24/2012,2/29/2012,2443,1,2443
SO47239,10385,143,2/17/2012,2/24/2012,2/29/2012,2182,1,2182
SO47240,13613,130,2/17/2012,2/24/2012,2/29/2012,1000,1,1000
SO47241,10560,48,2/17/2012,2/24/2012,2/29/2012,2443,1,2443
SO47242,17541,122,2/17/2012,2/24/2012,2/29/2012,2049,1,2049
SO47243,9713,36,2/17/2012,2/24/2012,2/29/2012,783,1,783
SO47244,8194,132,2/18/2012,2/25/2012,3/1/2012,1000,1,1000
SO47245,5421,140,2/18/2012,2/25/2012,3/1/2012,2182,1,2182
SO47246,9714,38,2/18/2012,2/25/2012,3/1/2012,783,1,783
SO47247,2293,143,2/18/2012,2/25/2012,3/1/2012,2182,1,2182
SO47248,2341,140,2/18/2012,2/25/2012,3/1/2012,2182,1,2182
SO47249,2347,141,2/18/2012,2/25/2012,3/1/2012,2182,1,2182
SO47250,10218,142,2/18/2012,2/25/2012,3/1/2012,2182,1,2182
SO47251,10227,141,2/18/2012,2/25/2012,3/1/2012,2182,1,2182
SO47252,1677,123,2/18/2012,2/25/2012,3/1/2012,2071,1,2071
SO47253,1684,125,2/18/2012,2/25/2012,3/1/2012,2071,1,2071
SO47254,4277,39,2/19/2012,2/26/2012,3/2/2012,783,1,783
SO47255,562,120,2/19/2012,2/26/2012,3/2/2012,2049,1,2049
SO47256,5418,139,2/19/2012,2/26/2012,3/2/2012,2182,1,2182
SO47257,3142,48,2/19/2012,2/26/2012,3/2/2012,2443,1,2443
SO47258,2299,141,2/19/2012,2/26/2012,3/2/2012,2182,1,2182
SO47259,2352,140,2/19/2012,2/26/2012,3/2/2012,2182,1,2182
SO47260,2234,140,2/19/2012,2/26/2012,3/2/2012,2182,1,2182
SO47261,15306,122,2/19/2012,2/26/2012,3/2/2012,2049,1,2049
SO47262,10561,142,2/19/2012,2/26/2012,3/2/2012,2182,1,2182
SO47263,1590,120,2/19/2012,2/26/2012,3/2/2012,2049,1,2049
SO47264,5411,48,2/20/2012,2/27/2012,3/3/2012,2443,1,2443
SO47265,2251,140,2/20/2012,2/27/2012,3/3/2012,2182,1,2182
SO47266,10556,141,2/20/2012,2/27/2012,3/3/2012,2182,1,2182
SO47267,1675,123,2/20/2012,2/27/2012,3/3/2012,2071,1,2071
SO47268,10403,140,2/20/2012,2/27/2012,3/3/2012,2182,1,2182
SO47269,17513,122,2/21/2012,2/28/2012,3/4/2012,2049,1,2049
SO47270,17520,121,2/21/2012,2/28/2012,3/4/2012,2049,1,2049
SO47271,7141,130,2/21/2012,2/28/2012,3/4/2012,1000,1,1000
SO47272,18014,143,2/21/2012,2/28/2012,3/4/2012,2182,1,2182
SO47273,2421,48,2/21/2012,2/28/2012,3/4/2012,2443,1,2443
SO47274,5408,50,2/21/2012,2/28/2012,3/4/2012,2443,1,2443
SO47275,8077,36,2/21/2012,2/28/2012,3/4/2012,783,1,783
SO47276,4290,38,2/21/2012,2/28/2012,3/4/2012,783,1,783
SO47277,10220,143,2/21/2012,2/28/2012,3/4/2012,2182,1,2182
SO47278,10405,142,2/21/2012,2/28/2012,3/4/2012,2182,1,2182
SO47279,1681,122,2/21/2012,2/28/2012,3/4/2012,2049,1,2049
SO47280,616,123,2/22/2012,2/29/2012,3/5/2012,2071,1,2071
SO47281,6100,134,2/22/2012,2/29/2012,3/5/2012,1000,1,1000
SO47282,8259,130,2/22/2012,2/29/2012,3/5/2012,1000,1,1000
SO47283,4656,139,2/22/2012,2/29/2012,3/5/2012,2182,1,2182
SO47284,2403,48,2/22/2012,2/29/2012,3/5/2012,2443,1,2443
SO47285,18136,139,2/22/2012,2/29/2012,3/5/2012,2182,1,2182
SO47286,8945,43,2/22/2012,2/29/2012,3/5/2012,783,1,783
SO47287,2281,140,2/22/2012,2/29/2012,3/5/2012,2182,1,2182
SO47288,2354,139,2/22/2012,2/29/2012,3/5/2012,2182,1,2182
SO47289,15298,121,2/22/2012,2/29/2012,3/5/2012,2049,1,2049
SO47290,10559,48,2/22/2012,2/29/2012,3/5/2012,2443,1,2443
SO47291,5319,143,2/23/2012,3/1/2012,3/6/2012,2182,1,2182
SO47292,2812,142,2/23/2012,3/1/2012,3/6/2012,2182,1,2182
SO47293,8193,132,2/23/2012,3/1/2012,3/6/2012,1000,1,1000
SO47294,7140,131,2/23/2012,3/1/2012,3/6/2012,1000,1,1000
SO47295,3006,133,2/23/2012,3/1/2012,3/6/2012,1000,1,1000
SO47296,3025,132,2/23/2012,3/1/2012,3/6/2012,1000,1,1000
SO47297,2386,141,2/23/2012,3/1/2012,3/6/2012,2182,1,2182
SO47298,2404,143,2/23/2012,3/1/2012,3/6/2012,2182,1,2182
SO47299,2426,49,2/23/2012,3/1/2012,3/6/2012,2443,1,2443
SO47300,9718,41,2/23/2012,3/1/2012,3/6/2012,783,1,783
SO47301,15293,120,2/23/2012,3/1/2012,3/6/2012,2049,1,2049
SO47302,1671,121,2/23/2012,3/1/2012,3/6/2012,2049,1,2049
SO47303,15030,46,2/23/2012,3/1/2012,3/6/2012,783,1,783
SO47304,5273,142,2/24/2012,3/2/2012,3/7/2012,2182,1,2182
SO47305,14394,49,2/24/2012,3/2/2012,3/7/2012,2443,1,2443
SO47306,17799,49,2/24/2012,3/2/2012,3/7/2012,2443,1,2443
SO47307,9712,40,2/24/2012,3/2/2012,3/7/2012,783,1,783
SO47308,9719,42,2/24/2012,3/2/2012,3/7/2012,783,1,783
SO47309,2317,141,2/24/2012,3/2/2012,3/7/2012,2182,1,2182
SO47310,15304,124,2/24/2012,3/2/2012,3/7/2012,2071,1,2071
SO47311,4253,39,2/24/2012,3/2/2012,3/7/2012,783,1,783
SO47312,4281,39,2/24/2012,3/2/2012,3/7/2012,783,1,783
SO47313,10232,139,2/24/2012,3/2/2012,3/7/2012,2182,1,2182
SO47314,1674,122,2/24/2012,3/2/2012,3/7/2012,2049,1,2049
SO47315,2841,142,2/25/2012,3/3/2012,3/8/2012,2182,1,2182
SO47316,2362,49,2/25/2012,3/3/2012,3/8/2012,2443,1,2443
SO47317,3155,142,2/25/2012,3/3/2012,3/8/2012,2182,1,2182
SO47318,2274,140,2/25/2012,3/3/2012,3/8/2012,2182,1,2182
SO47319,2300,50,2/25/2012,3/3/2012,3/8/2012,2443,1,2443
SO47320,2316,141,2/25/2012,3/3/2012,3/8/2012,2182,1,2182
SO47321,2355,139,2/25/2012,3/3/2012,3/8/2012,2182,1,2182
SO47322,4288,38,2/25/2012,3/3/2012,3/8/2012,783,1,783
SO47323,17530,122,2/26/2012,3/4/2012,3/9/2012,2049,1,2049
SO47324,2401,141,2/26/2012,3/4/2012,3/9/2012,2182,1,2182
SO47325,2279,139,2/26/2012,3/4/2012,3/9/2012,2182,1,2182
SO47326,2289,142,2/26/2012,3/4/2012,3/9/2012,2182,1,2182
SO47327,2305,141,2/26/2012,3/4/2012,3/9/2012,2182,1,2182
SO47328,1682,121,2/26/2012,3/4/2012,3/9/2012,2049,1,2049
SO47329,2368,142,2/27/2012,3/5/2012,3/10/2012,2182,1,2182
SO47330,5325,49,2/27/2012,3/5/2012,3/10/2012,2443,1,2443
SO47331,9808,39,2/27/2012,3/5/2012,3/10/2012,783,1,783
SO47332,9351,125,2/27/2012,3/5/2012,3/10/2012,2071,1,2071
SO47333,10230,48,2/27/2012,3/5/2012,3/10/2012,2443,1,2443
SO47334,10558,49,2/27/2012,3/5/2012,3/10/2012,2443,1,2443
SO47335,1582,125,2/27/2012,3/5/2012,3/10/2012,2071,1,2071
SO47336,15028,36,2/27/2012,3/5/2012,3/10/2012,783,1,783
SO47337,17521,124,2/28/2012,3/6/2012,3/11/2012,2071,1,2071
SO47338,5278,139,2/28/2012,3/6/2012,3/11/2012,2182,1,2182
SO47339,4627,143,2/28/2012,3/6/2012,3/11/2012,2182,1,2182
SO47340,2402,49,2/28/2012,3/6/2012,3/11/2012,2443,1,2443
SO47341,14105,48,2/28/2012,3/6/2012,3/11/2012,2443,1,2443
SO47342,15305,121,2/28/2012,3/6/2012,3/11/2012,2049,1,2049
SO47343,10554,142,2/28/2012,3/6/2012,3/11/2012,2182,1,2182
SO47344,1687,124,2/28/2012,3/6/2012,3/11/2012,2071,1,2071
SO47345,1584,125,2/28/2012,3/6/2012,3/11/2012,2071,1,2071
SO47346,1586,121,2/28/2012,3/6/2012,3/11/2012,2049,1,2049
SO47347,15026,45,2/28/2012,3/6/2012,3/11/2012,783,1,783
SO47348,15029,44,2/28/2012,3/6/2012,3/11/2012,783,1,783
SO47460,8256,45,2/29/2012,3/7/2012,3/12/2012,783,1,783
SO47461,15321,125,2/29/2012,3/7/2012,3/12/2012,2071,1,2071
SO47462,4927,140,3/1/2012,3/8/2012,3/13/2012,2182,1,2182
SO47463,3204,139,3/1/2012,3/8/2012,3/13/2012,2182,1,2182
SO47464,5462,50,3/1/2012,3/8/2012,3/13/2012,2443,1,2443
SO47465,4304,37,3/1/2012,3/8/2012,3/13/2012,783,1,783
SO47466,13888,130,3/1/2012,3/8/2012,3/13/2012,1000,1,1000
SO47467,2447,143,3/1/2012,3/8/2012,3/13/2012,2182,1,2182
SO47468,15153,43,3/1/2012,3/8/2012,3/13/2012,783,1,783
SO47469,8302,131,3/2/2012,3/9/2012,3/14/2012,1000,1,1000
SO47470,17686,120,3/2/2012,3/9/2012,3/14/2012,2049,1,2049
SO47471,3540,50,3/2/2012,3/9/2012,3/14/2012,2443,1,2443
SO47472,2439,142,3/2/2012,3/9/2012,3/14/2012,2182,1,2182
SO47473,10876,49,3/2/2012,3/9/2012,3/14/2012,2443,1,2443
SO47474,10894,142,3/2/2012,3/9/2012,3/14/2012,2182,1,2182
SO47475,10946,49,3/2/2012,3/9/2012,3/14/2012,2443,1,2443
SO47476,1694,123,3/2/2012,3/9/2012,3/14/2012,2071,1,2071
SO47477,17561,123,3/3/2012,3/10/2012,3/15/2012,2071,1,2071
SO47478,9812,47,3/3/2012,3/10/2012,3/15/2012,783,1,783
SO47479,9833,44,3/3/2012,3/10/2012,3/15/2012,783,1,783
SO47480,10569,143,3/3/2012,3/10/2012,3/15/2012,2182,1,2182
SO47481,10900,139,3/3/2012,3/10/2012,3/15/2012,2182,1,2182
SO47482,10949,50,3/3/2012,3/10/2012,3/15/2012,2443,1,2443
SO47483,3425,142,3/4/2012,3/11/2012,3/16/2012,2182,1,2182
SO47484,5453,143,3/4/2012,3/11/2012,3/16/2012,2182,1,2182
SO47485,3525,143,3/4/2012,3/11/2012,3/16/2012,2182,1,2182
SO47486,3539,141,3/4/2012,3/11/2012,3/16/2012,2182,1,2182
SO47487,5428,141,3/5/2012,3/12/2012,3/17/2012,2182,1,2182
SO47488,2427,142,3/5/2012,3/12/2012,3/17/2012,2182,1,2182
SO47489,10889,48,3/5/2012,3/12/2012,3/17/2012,2443,1,2443
SO47490,10896,143,3/5/2012,3/12/2012,3/17/2012,2182,1,2182
SO47491,4933,49,3/6/2012,3/13/2012,3/18/2012,2443,1,2443
SO47492,8182,40,3/6/2012,3/13/2012,3/18/2012,783,1,783
SO47493,17570,120,3/7/2012,3/14/2012,3/19/2012,2049,1,2049
SO47494,4928,139,3/7/2012,3/14/2012,3/19/2012,2182,1,2182
SO47495,5197,48,3/7/2012,3/14/2012,3/19/2012,2443,1,2443
SO47496,5471,143,3/7/2012,3/14/2012,3/19/2012,2182,1,2182
SO47497,3171,50,3/7/2012,3/14/2012,3/19/2012,2443,1,2443
SO47498,16072,47,3/7/2012,3/14/2012,3/19/2012,783,1,783
SO47499,10573,141,3/7/2012,3/14/2012,3/19/2012,2182,1,2182
SO47500,10952,49,3/7/2012,3/14/2012,3/19/2012,2443,1,2443
SO47501,1215,121,3/7/2012,3/14/2012,3/19/2012,2049,1,2049
SO47502,8279,131,3/8/2012,3/15/2012,3/20/2012,1000,1,1000
SO47503,8300,131,3/8/2012,3/15/2012,3/20/2012,1000,1,1000
SO47504,606,121,3/8/2012,3/15/2012,3/20/2012,2049,1,2049
SO47505,15308,123,3/8/2012,3/15/2012,3/20/2012,2071,1,2071
SO47506,15325,124,3/8/2012,3/15/2012,3/20/2012,2071,1,2071
SO47507,4312,39,3/8/2012,3/15/2012,3/20/2012,783,1,783
SO47508,10893,50,3/8/2012,3/15/2012,3/20/2012,2443,1,2443
SO47509,10958,48,3/8/2012,3/15/2012,3/20/2012,2443,1,2443
SO47510,1689,123,3/8/2012,3/15/2012,3/20/2012,2071,1,2071
SO47511,3201,140,3/9/2012,3/16/2012,3/21/2012,2182,1,2182
SO47512,5447,139,3/9/2012,3/16/2012,3/21/2012,2182,1,2182
SO47513,4676,48,3/9/2012,3/16/2012,3/21/2012,2443,1,2443
SO47514,4685,141,3/9/2012,3/16/2012,3/21/2012,2182,1,2182
SO47515,15309,124,3/9/2012,3/16/2012,3/21/2012,2071,1,2071
SO47516,15310,122,3/9/2012,3/16/2012,3/21/2012,2049,1,2049
SO47517,4309,38,3/9/2012,3/16/2012,3/21/2012,783,1,783
SO47518,10947,139,3/9/2012,3/16/2012,3/21/2012,2182,1,2182
SO47519,15154,41,3/9/2012,3/16/2012,3/21/2012,783,1,783
SO47520,8264,134,3/10/2012,3/17/2012,3/22/2012,1000,1,1000
SO47521,5446,49,3/10/2012,3/17/2012,3/22/2012,2443,1,2443
SO47522,3090,133,3/10/2012,3/17/2012,3/22/2012,1000,1,1000
SO47523,2444,143,3/10/2012,3/17/2012,3/22/2012,2182,1,2182
SO47524,10568,50,3/10/2012,3/17/2012,3/22/2012,2443,1,2443
SO47525,10890,142,3/10/2012,3/17/2012,3/22/2012,2182,1,2182
SO47526,1216,124,3/10/2012,3/17/2012,3/22/2012,2071,1,2071
SO47527,17560,121,3/10/2012,3/17/2012,3/22/2012,2049,1,2049
SO47528,599,123,3/11/2012,3/18/2012,3/23/2012,2071,1,2071
SO47529,2430,141,3/11/2012,3/18/2012,3/23/2012,2182,1,2182
SO47530,4313,43,3/11/2012,3/18/2012,3/23/2012,783,1,783
SO47531,4326,36,3/11/2012,3/18/2012,3/23/2012,783,1,783
SO47532,13889,131,3/11/2012,3/18/2012,3/23/2012,1000,1,1000
SO47533,10887,143,3/11/2012,3/18/2012,3/23/2012,2182,1,2182
SO47534,15149,43,3/11/2012,3/18/2012,3/23/2012,783,1,783
SO47535,3084,132,3/12/2012,3/19/2012,3/24/2012,1000,1,1000
SO47536,3089,133,3/12/2012,3/19/2012,3/24/2012,1000,1,1000
SO47537,2437,143,3/12/2012,3/19/2012,3/24/2012,2182,1,2182
SO47538,2450,142,3/12/2012,3/19/2012,3/24/2012,2182,1,2182
SO47539,9825,43,3/12/2012,3/19/2012,3/24/2012,783,1,783
SO47540,15327,122,3/12/2012,3/19/2012,3/24/2012,2049,1,2049
SO47541,4315,37,3/12/2012,3/19/2012,3/24/2012,783,1,783
SO47542,10572,139,3/12/2012,3/19/2012,3/24/2012,2182,1,2182
SO47543,10957,141,3/12/2012,3/19/2012,3/24/2012,2182,1,2182
SO47544,1695,120,3/12/2012,3/19/2012,3/24/2012,2049,1,2049
SO47545,17554,124,3/12/2012,3/19/2012,3/24/2012,2071,1,2071
SO47546,17684,121,3/13/2012,3/20/2012,3/25/2012,2049,1,2049
SO47547,9167,39,3/13/2012,3/20/2012,3/25/2012,783,1,783
SO47548,9835,44,3/13/2012,3/20/2012,3/25/2012,783,1,783
SO47549,8257,38,3/13/2012,3/20/2012,3/25/2012,783,1,783
SO47550,4291,41,3/13/2012,3/20/2012,3/25/2012,783,1,783
SO47551,10879,143,3/13/2012,3/20/2012,3/25/2012,2182,1,2182
SO47552,10951,48,3/13/2012,3/20/2012,3/25/2012,2443,1,2443
SO47553,1699,124,3/13/2012,3/20/2012,3/25/2012,2071,1,2071
SO47554,1223,122,3/13/2012,3/20/2012,3/25/2012,2049,1,2049
SO47555,4675,48,3/13/2012,3/20/2012,3/25/2012,2443,1,2443
SO47556,3702,142,3/14/2012,3/21/2012,3/26/2012,2182,1,2182
SO47557,2432,141,3/14/2012,3/21/2012,3/26/2012,2182,1,2182
SO47558,14982,50,3/14/2012,3/21/2012,3/26/2012,2443,1,2443
SO47559,1700,122,3/14/2012,3/21/2012,3/26/2012,2049,1,2049
SO47560,16054,47,3/15/2012,3/22/2012,3/27/2012,783,1,783
SO47561,4329,45,3/15/2012,3/22/2012,3/27/2012,783,1,783
SO47562,10945,141,3/15/2012,3/22/2012,3/27/2012,2182,1,2182
SO47563,10956,48,3/15/2012,3/22/2012,3/27/2012,2443,1,2443
SO47564,1211,125,3/15/2012,3/22/2012,3/27/2012,2071,1,2071
SO47565,4698,141,3/16/2012,3/23/2012,3/28/2012,2182,1,2182
SO47566,13614,134,3/16/2012,3/23/2012,3/28/2012,1000,1,1000
SO47567,10571,142,3/16/2012,3/23/2012,3/28/2012,2182,1,2182
SO47568,10886,140,3/16/2012,3/23/2012,3/28/2012,2182,1,2182
SO47569,10960,142,3/16/2012,3/23/2012,3/28/2012,2182,1,2182
SO47570,17563,123,3/17/2012,3/24/2012,3/29/2012,2071,1,2071
SO47571,3186,141,3/17/2012,3/24/2012,3/29/2012,2182,1,2182
SO47572,18150,48,3/17/2012,3/24/2012,3/29/2012,2443,1,2443
SO47573,2436,49,3/17/2012,3/24/2012,3/29/2012,2443,1,2443
SO47574,9172,39,3/17/2012,3/24/2012,3/29/2012,783,1,783
SO47575,15316,122,3/17/2012,3/24/2012,3/29/2012,2049,1,2049
SO47576,10878,141,3/17/2012,3/24/2012,3/29/2012,2182,1,2182
SO47577,10892,50,3/17/2012,3/24/2012,3/29/2012,2443,1,2443
SO47578,1688,123,3/17/2012,3/24/2012,3/29/2012,2071,1,2071
SO47579,5198,143,3/18/2012,3/25/2012,3/30/2012,2182,1,2182
SO47580,3081,134,3/18/2012,3/25/2012,3/30/2012,1000,1,1000
SO47581,18153,140,3/18/2012,3/25/2012,3/30/2012,2182,1,2182
SO47582,2434,139,3/18/2012,3/25/2012,3/30/2012,2182,1,2182
SO47583,2443,142,3/18/2012,3/25/2012,3/30/2012,2182,1,2182
SO47584,8195,37,3/18/2012,3/25/2012,3/30/2012,783,1,783
SO47585,4321,43,3/18/2012,3/25/2012,3/30/2012,783,1,783
SO47586,4323,42,3/18/2012,3/25/2012,3/30/2012,783,1,783
SO47587,10875,143,3/18/2012,3/25/2012,3/30/2012,2182,1,2182
SO47588,5429,142,3/19/2012,3/26/2012,3/31/2012,2182,1,2182
SO47589,3037,131,3/19/2012,3/26/2012,3/31/2012,1000,1,1000
SO47590,15313,125,3/19/2012,3/26/2012,3/31/2012,2071,1,2071
SO47591,15314,121,3/19/2012,3/26/2012,3/31/2012,2049,1,2049
SO47592,13615,132,3/19/2012,3/26/2012,3/31/2012,1000,1,1000
SO47593,15136,47,3/19/2012,3/26/2012,3/31/2012,783,1,783
SO47594,15155,38,3/19/2012,3/26/2012,3/31/2012,783,1,783
SO47595,3187,49,3/20/2012,3/27/2012,4/1/2012,2443,1,2443
SO47596,5200,139,3/20/2012,3/27/2012,4/1/2012,2182,1,2182
SO47597,14972,139,3/20/2012,3/27/2012,4/1/2012,2182,1,2182
SO47598,15307,120,3/20/2012,3/27/2012,4/1/2012,2049,1,2049
SO47599,15328,122,3/20/2012,3/27/2012,4/1/2012,2049,1,2049
SO47600,6189,134,3/21/2012,3/28/2012,4/2/2012,1000,1,1000
SO47601,3193,142,3/21/2012,3/28/2012,4/2/2012,2182,1,2182
SO47602,8175,46,3/21/2012,3/28/2012,4/2/2012,783,1,783
SO47603,10563,142,3/21/2012,3/28/2012,4/2/2012,2182,1,2182
SO47604,10877,140,3/21/2012,3/28/2012,4/2/2012,2182,1,2182
SO47605,6188,134,3/22/2012,3/29/2012,4/3/2012,1000,1,1000
SO47606,4929,140,3/22/2012,3/29/2012,4/3/2012,2182,1,2182
SO47607,3082,134,3/22/2012,3/29/2012,4/3/2012,1000,1,1000
SO47608,15323,123,3/22/2012,3/29/2012,4/3/2012,2071,1,2071
SO47609,4310,40,3/22/2012,3/29/2012,4/3/2012,783,1,783
SO47610,16076,36,3/22/2012,3/29/2012,4/3/2012,783,1,783
SO47611,15141,44,3/22/2012,3/29/2012,4/3/2012,783,1,783
SO47612,5466,49,3/23/2012,3/30/2012,4/4/2012,2443,1,2443
SO47613,3038,133,3/23/2012,3/30/2012,4/4/2012,1000,1,1000
SO47614,4303,44,3/23/2012,3/30/2012,4/4/2012,783,1,783
SO47615,4330,38,3/23/2012,3/30/2012,4/4/2012,783,1,783
SO47616,10874,143,3/23/2012,3/30/2012,4/4/2012,2182,1,2182
SO47617,10944,141,3/23/2012,3/30/2012,4/4/2012,2182,1,2182
SO47618,10948,142,3/23/2012,3/30/2012,4/4/2012,2182,1,2182
SO47619,1690,125,3/23/2012,3/30/2012,4/4/2012,2071,1,2071
SO47620,1240,123,3/23/2012,3/30/2012,4/4/2012,2071,1,2071
SO47621,3045,132,3/24/2012,3/31/2012,4/5/2012,1000,1,1000
SO47622,9838,36,3/24/2012,3/31/2012,4/5/2012,783,1,783
SO47623,10570,49,3/24/2012,3/31/2012,4/5/2012,2443,1,2443
SO47624,10950,143,3/24/2012,3/31/2012,4/5/2012,2182,1,2182
SO47625,10959,141,3/24/2012,3/31/2012,4/5/2012,2182,1,2182
SO47626,15151,45,3/24/2012,3/31/2012,4/5/2012,783,1,783
SO47627,5445,50,3/25/2012,4/1/2012,4/6/2012,2443,1,2443
SO47628,5510,49,3/25/2012,4/1/2012,4/6/2012,2443,1,2443
SO47629,4686,50,3/25/2012,4/1/2012,4/6/2012,2443,1,2443
SO47630,15312,124,3/25/2012,4/1/2012,4/6/2012,2071,1,2071
SO47631,15326,123,3/25/2012,4/1/2012,4/6/2012,2071,1,2071
SO47632,16061,38,3/25/2012,4/1/2012,4/6/2012,783,1,783
SO47633,10895,143,3/25/2012,4/1/2012,4/6/2012,2182,1,2182
SO47634,571,125,3/25/2012,4/1/2012,4/6/2012,2071,1,2071
SO47635,1217,124,3/25/2012,4/1/2012,4/6/2012,2071,1,2071
SO47636,15143,44,3/25/2012,4/1/2012,4/6/2012,783,1,783
SO47637,2448,143,3/26/2012,4/2/2012,4/7/2012,2182,1,2182
SO47638,15320,122,3/26/2012,4/2/2012,4/7/2012,2049,1,2049
SO47639,4322,43,3/26/2012,4/2/2012,4/7/2012,783,1,783
SO47640,15318,124,3/27/2012,4/3/2012,4/8/2012,2071,1,2071
SO47641,16063,45,3/27/2012,4/3/2012,4/8/2012,783,1,783
SO47642,6110,131,3/28/2012,4/4/2012,4/9/2012,1000,1,1000
SO47643,8291,134,3/28/2012,4/4/2012,4/9/2012,1000,1,1000
SO47644,4694,140,3/28/2012,4/4/2012,4/9/2012,2182,1,2182
SO47645,3556,140,3/28/2012,4/4/2012,4/9/2012,2182,1,2182
SO47646,9374,123,3/28/2012,4/4/2012,4/9/2012,2071,1,2071
SO47647,10898,48,3/28/2012,4/4/2012,4/9/2012,2443,1,2443
SO47648,1264,125,3/28/2012,4/4/2012,4/9/2012,2071,1,2071
SO47649,5448,141,3/29/2012,4/5/2012,4/10/2012,2182,1,2182
SO47650,5513,50,3/29/2012,4/5/2012,4/10/2012,2443,1,2443
SO47651,14912,141,3/29/2012,4/5/2012,4/10/2012,2182,1,2182
SO47652,9826,39,3/29/2012,4/5/2012,4/10/2012,783,1,783
SO47653,9164,47,3/29/2012,4/5/2012,4/10/2012,783,1,783
SO47654,13616,133,3/29/2012,4/5/2012,4/10/2012,1000,1,1000
SO47655,13890,132,3/29/2012,4/5/2012,4/10/2012,1000,1,1000
SO47656,10883,48,3/29/2012,4/5/2012,4/10/2012,2443,1,2443
SO47657,15139,42,3/29/2012,4/5/2012,4/10/2012,783,1,783
SO47731,1284,122,3/30/2012,4/6/2012,4/11/2012,2049,1,2049
SO47732,2453,49,3/30/2012,4/6/2012,4/11/2012,2443,1,2443
SO47733,2462,140,3/30/2012,4/6/2012,4/11/2012,2182,1,2182
SO47734,4334,39,3/30/2012,4/6/2012,4/11/2012,783,1,783
SO47735,16085,38,3/30/2012,4/6/2012,4/11/2012,783,1,783
SO47736,1706,120,3/30/2012,4/6/2012,4/11/2012,2049,1,2049
SO47737,2019,125,3/30/2012,4/6/2012,4/11/2012,2071,1,2071
SO47738,15166,42,3/30/2012,4/6/2012,4/11/2012,783,1,783
SO47739,9840,43,3/31/2012,4/7/2012,4/12/2012,783,1,783
SO47740,4338,47,3/31/2012,4/7/2012,4/12/2012,783,1,783
SO47741,4344,41,3/31/2012,4/7/2012,4/12/2012,783,1,783
SO47742,11181,140,3/31/2012,4/7/2012,4/12/2012,2182,1,2182
SO47743,1989,122,3/31/2012,4/7/2012,4/12/2012,2049,1,2049
SO47744,1990,121,3/31/2012,4/7/2012,4/12/2012,2049,1,2049
SO47745,1999,121,3/31/2012,4/7/2012,4/12/2012,2049,1,2049
SO47746,2023,120,3/31/2012,4/7/2012,4/12/2012,2049,1,2049
